mean_val,std_val,peak_amp,heart_rate,rr_var,entropy,label
515.2356342652408,14.689560487608274,915.0517324883812,74.28065288933713,20.689319996477693,0.2938214422095158,normal
560.0470854781618,21.750879591393378,995.0493872114818,85.32247783314745,25.23247861187945,0.49003771151493747,stress
566.1743909997543,16.25287372020028,983.7821998736771,83.9174364876629,30.780771698933037,0.5463115551527118,stress
550.3941603820183,15.589041213624785,963.7932046397468,81.15137092833108,27.666704577342507,0.532671809139514,stress
538.0024786820322,14.913676055976529,980.7087937618521,76.09813553682878,19.609227753233313,0.2260161339657894,normal
562.0578310489182,25.32068335611193,940.5406870177477,82.68547456162376,30.187438524793443,0.5115857780953228,stress
530.026135630452,17.523054836497774,984.2745146169977,85.7417615060456,24.974252736617508,0.49014182268065787,stress
534.6425555800163,11.758820960253896,957.0152525473957,74.04517532063329,24.50268249698928,0.3633947814543674,normal
598.3137148874093,42.5549880972525,965.2356576431912,104.5866177049206,48.60478277657366,0.6379902606106841,anxiety
520.7516248697347,10.747115751958447,924.743263915214,65.39641440256429,21.10714197930279,0.3485762987335878,normal
548.3171597773611,18.154778344286903,1016.6691410253413,84.30831813807727,32.809143232127795,0.5383967709405358,stress
530.8508138674379,8.784272315176366,930.0135819669534,71.80695380917545,11.959785157351943,0.38934674578467915,normal
566.8295860137055,28.74630816798099,990.3684787518803,94.39686530607275,24.93233926772914,0.4514394494138794,stress
567.7398644828195,40.63559651857453,956.8370714488619,99.71243095755459,45.97809105929751,0.6775199102027555,anxiety
596.9090586262362,43.19190782221889,975.6005566261964,95.26247320981084,49.990254507083,0.5858496520317327,anxiety
556.5643986002412,25.54213304672466,915.5797930591269,105.72983465793703,45.30017917586194,0.6299582935142067,anxiety
535.6002136727027,9.6175235761165,1001.4114428057027,60.543348424511194,14.013890150919572,0.290258822605851,normal
550.8014078227561,42.82280183587019,907.9477441684858,105.5224865219775,43.05913510502057,0.6993467765011523,anxiety
559.3970338957957,20.878658444158635,1009.5259265768517,87.07474236125893,34.80343918082446,0.5059906193491327,stress
510.0097159265838,8.980792230365168,1014.952283554742,77.64832736814677,10.353924469682937,0.3545619146580675,normal
530.8927356694255,14.071059406718616,917.0016035103959,60.202623680554865,23.99387293854508,0.31268167289677085,normal
525.806911616378,13.581067560456876,930.656653225994,65.97451147177546,13.390434967239996,0.21409838912862894,normal
500.728873026062,14.557808175273305,920.833761760363,61.392822963248115,14.120557225718379,0.3190606531854978,normal
510.9362828772282,10.859172491494892,1023.5904098777692,60.03130210382946,24.772876041437137,0.35185850138369473,normal
521.9493515746634,14.893888392736342,925.5243100445592,60.672272003665654,22.590077385340035,0.23207308122394865,normal
